name,country,status,n_stations,station_type,n_capacity_nan,n_capacity_zero,capacity_median,capacity_unique_values,A1_n_stations,A1_share_pct,A3_n_stations,A3_share_pct,A4_n_stations,A4_share_pct,A2_flagged,A5_flagged,A6_flagged,A7_flagged,url,elapsed_s
Eifel e-Bike,DE,ok,56.0,docked_bike,36.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_eb/gbfs.json,0.4
Einfach Unterwegs,DE,ok,25.0,docked_bike,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,False,False,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/einfach_unterwegs/gbfs,0.2
EinfachMobil,DE,ok,91.0,docked_bike,23.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,12.0,13.19,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_eh/gbfs.json,0.4
esel.ac,DE,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://di.esel.ac/gbfs/gbfs.json,0.4
euregiobike,DE,ok,47.0,docked_bike,18.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,8.0,17.02,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_an/gbfs.json,0.4
FaRe - das Bananologen Lastenrad,DE,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/herrenberg_fare/gbfs,0.2
Flinkster,DE,ok,84.0,carsharing,0.0,0.0,3.0,11.0,84.0,100.0,0.0,0.0,17.0,20.24,False,True,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/flinkster_carsharing/gbfs,0.3
flux Bikesharing,DE,too_small_below_Nmin,17.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ev/gbfs.json,0.5
Ford Carsharing (Autohaus Baur),DE,ok,36.0,carsharing,36.0,0.0,,0.0,36.0,100.0,0.0,0.0,2.0,5.56,False,False,False,True,https://api.mobidata-bw.de/sharing/gbfs/v3/ford_carsharing_autohausbaur/gbfs,0.2
Ford Carsharing (Autohaus Kauderer),DE,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/ford_carsharing_autohauskauderer/gbfs,0.2
franke,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/freibe/gbfs,0.1
franke,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/lube/gbfs,0.1
Frelo,DE,ok,161.0,docked_bike,5.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,23.0,14.29,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_df/gbfs.json,0.8
Getaround Berlin,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/berlin/gbfs,0.5
Getaround Essen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/essen/gbfs,0.2
Getaround Hamburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/hamburg/gbfs,0.2
Getaround Leverkusen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/leverkusen/gbfs,0.2
Getaround Norderstedt,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/norderstedt/gbfs,0.2
Getaround Pulheim,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/pulheim/gbfs,0.5
Getaround Troisdorf,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/troisdorf/gbfs,0.2
Getaround Velbert,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/velbert/gbfs,0.2
Graben - ready4green,DE,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_da/gbfs.json,0.3
Gülf - das Gültsteiner Lastenrad,DE,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/herrenberg_guelf/gbfs,0.2
HelBi (Kreis Soest),DE,ok,81.0,docked_bike,14.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,10.0,12.35,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_hb/gbfs.json,0.4
Heraeus Hanau,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_hg/gbfs.json,0.2
HERTLEIN Carsharing,DE,too_small_below_Nmin,3.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/hertlein_carsharing/gbfs,0.2
Hopp Konstanz,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/hopp_konstanz/gbfs,0.1
KVB Rad,DE,ok,261.0,docked_bike,252.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,17.0,6.51,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_kg/gbfs.json,0.5
KVV.nextbike,DE,ok,117.0,docked_bike,83.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,7.0,5.98,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_fg/gbfs.json,0.5
Landkreis Nordsachsen,DE,too_small_below_Nmin,18.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_lc/gbfs.json,0.4
LaRa to go,DE,too_small_below_Nmin,17.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/lara_to_go/gbfs,0.2
LastenVelo Freiburg,DE,ok,45.0,docked_bike,45.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,11.11,False,False,False,True,https://api.mobidata-bw.de/sharing/gbfs/v3/lastenvelo_fr/gbfs,0.2
Lime Frankfurt,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/frankfurt/gbfs.json,0.1
Lime Hamburg,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/hamburg/gbfs.json,0.1
Lime Oberhausen,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/oberhausen/gbfs.json,0.1
Lime Stuttgart,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/lime_stuttgart/gbfs,0.1
Lime Stuttgart-Konstanz,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/lime_bw/gbfs,0.1
Lime Wuppertal,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/wuppertal/gbfs.json,0.1
Mein konrad,DE,ok,37.0,docked_bike,37.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,16.22,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_kk/gbfs.json,0.4
meinSiggi,DE,ok,65.0,docked_bike,65.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.15,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dg/gbfs.json,0.4
metropolradruhr,DE,too_small_below_Nmin,18.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_mr/gbfs.json,0.4
Mikar,DE,ok,178.0,docked_bike,178.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,5.62,False,True,False,True,https://api.mobidata-bw.de/sharing/gbfs/v3/mikar/gbfs,0.3
MOBIbike,DE,ok,543.0,docked_bike,470.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,4.0,0.74,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dx/gbfs.json,0.5
mobic,DE,ok,156.0,docked_bike,155.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,26.0,16.67,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_re/gbfs.json,0.5
moin mobil Achim,DE,ok,35.0,docked_bike,1.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,2.86,False,True,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_am/gbfs.json,0.7
movemix_bike,DE,ok,89.0,docked_bike,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,6.0,6.74,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_mx/gbfs.json,0.4
MyRadl,DE,ok,754.0,docked_bike,754.0,0.0,,0.0,0.0,0.0,0.0,0.0,41.0,5.44,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ml/gbfs.json,0.5
Naturenergie sharing,DE,ok,318.0,docked_bike,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,52.0,16.35,False,False,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/naturenergie_sharing/gbfs,0.3
NEW MöBus nextbike,DE,ok,56.0,docked_bike,25.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,10.0,17.86,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_sn/gbfs.json,0.4
nextbike Berlin,DE,ok,1521.0,docked_bike,5.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,8.0,0.53,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bn/gbfs.json,0.6
nextbike Düsseldorf,DE,ok,296.0,docked_bike,295.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.68,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dd/gbfs.json,0.4
nextbike Frankfurt,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ff/gbfs.json,0.2
nextbike Gießen,DE,ok,64.0,docked_bike,4.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,1.56,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ng/gbfs.json,0.4
nextbike Gütersloh,DE,too_small_below_Nmin,5.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dj/gbfs.json,0.3
nextbike Hannover,DE,ok,120.0,docked_bike,120.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.5,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dh/gbfs.json,0.4
nextbike Kassel,DE,ok,65.0,docked_bike,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,6.0,9.23,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dk/gbfs.json,0.4
nextbike Leipzig,DE,ok,149.0,docked_bike,66.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,5.0,3.36,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_le/gbfs.json,0.5
nextbike Marburg,DE,ok,57.0,docked_bike,55.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nm/gbfs.json,0.4
nextbike Norderstedt,DE,too_small_below_Nmin,19.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nn/gbfs.json,0.3
nextbike Rüsselsheim am Main,DE,too_small_below_Nmin,16.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_do/gbfs.json,0.3
nextbike Wiesbaden,DE,ok,35.0,docked_bike,32.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,2.86,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_wn/gbfs.json,0.4
OberSchwabenMobil CarSharing,DE,too_small_below_Nmin,11.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/oberschwabenmobil/gbfs,0.2
OLi-Bike,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_wo/gbfs.json,0.2
Potsdam Rad,DE,ok,149.0,docked_bike,53.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,13.0,8.72,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dc/gbfs.json,0.4
RegioRadStuttgart,DE,ok,233.0,docked_bike,233.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,6.87,False,False,False,True,https://api.mobidata-bw.de/sharing/gbfs/v3/regiorad_stuttgart/gbfs,0.3
Roche - Bike,DE,too_small_below_Nmin,12.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rr/gbfs.json,0.3
S11-Bike,DE,too_small_below_Nmin,5.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_sv/gbfs.json,0.3
SAP Walldorf,DE,too_small_below_Nmin,16.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ds/gbfs.json,0.3
SEEFAHRER E-Carsharing,DE,too_small_below_Nmin,10.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/seefahrer_ecarsharing/gbfs,0.2
Stadtmobil Karlsruhe,DE,ok,590.0,carsharing,0.0,0.0,2.0,15.0,590.0,100.0,0.0,0.0,41.0,6.95,False,False,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/stadtmobil_karlsruhe/gbfs,0.4
Stadtmobil Rhein-Neckar,DE,ok,476.0,carsharing,0.0,0.0,1.0,10.0,476.0,100.0,0.0,0.0,32.0,6.72,False,False,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/stadtmobil_rhein-neckar/gbfs,0.4
Stadtmobil Stuttgart,DE,ok,334.0,carsharing,0.0,0.0,2.0,10.0,334.0,100.0,0.0,0.0,51.0,15.27,False,False,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/stadtmobil_stuttgart/gbfs,0.3
stadtRad - das stadtnavi Lastenrad,DE,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/herrenberg_stadtrad/gbfs,0.2
StadtRad Greifswald,DE,ok,25.0,docked_bike,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ug/gbfs.json,0.3
Stadtwerk Tauberfranken,DE,too_small_below_Nmin,13.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/stadtwerk_tauberfranken/gbfs,0.2
Stella,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/stella/gbfs,0.1
swabi - augsburg,DE,ok,527.0,docked_bike,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,0.38,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/swabi/en/gbfs.json,0.4
swu2go Carsharing,DE,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://ixsi.swu.de/gbfs.json,0.1
TeilAuto Biberach,DE,too_small_below_Nmin,11.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/teilauto_biberach/gbfs,0.2
TeilAuto Neckar-Alb,DE,ok,172.0,carsharing,0.0,0.0,1.0,6.0,172.0,100.0,0.0,0.0,15.0,8.72,False,False,False,False,https://api.mobidata-bw.de/sharing/gbfs/v3/teilauto_neckar-alb/gbfs,0.3
TeilAuto Schwäbisch Hall,DE,too_small_below_Nmin,11.0,,,,,,,,,,,,,,,,https://api.mobidata-bw.de/sharing/gbfs/v3/teilauto_schwaebisch_hall/gbfs,0.2
UsedomRad,DE,ok,98.0,docked_bike,0.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0,9.0,9.18,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ur/gbfs.json,0.4
VAG_Rad,DE,ok,120.0,docked_bike,19.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,8.0,6.67,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dv/gbfs.json,0.4
Veloleo,DE,ok,154.0,docked_bike,154.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,5.19,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dn/gbfs.json,0.4
Voi,DE,ok,439.0,free_floating,338.0,0.0,2.0,4.0,0.0,0.0,439.0,100.0,17.0,3.87,False,False,False,True,https://api.mobidata-bw.de/sharing/gbfs/v3/voi_de/gbfs,0.3
VRNnextbike,DE,ok,384.0,docked_bike,206.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,26.0,6.77,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_vn/gbfs.json,0.5
welo,DE,ok,293.0,docked_bike,254.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,39.0,13.31,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_wa/gbfs.json,0.4
westBike,DE,ok,20.0,docked_bike,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,25.0,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_gh/gbfs.json,0.4
WinsenRad,DE,ok,21.0,docked_bike,8.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_wd/gbfs.json,0.3
wupsiRad Leverkusen,DE,ok,121.0,docked_bike,117.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,6.61,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_dw/gbfs.json,0.4
Yoio Erfurt,DE,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://yoio.rideatom.com/gbfs/159/v3.0/gbfs,0.3
Yoio Freiburg,DE,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://yoio.rideatom.com/gbfs/71/v3.0/gbfs,0.3
Yoio Göttingen,DE,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://yoio.rideatom.com/gbfs/9/v3.0/gbfs,0.3
zeo Carsharing,DE,ok,61.0,carsharing,61.0,0.0,,0.0,61.0,100.0,0.0,0.0,12.0,19.67,False,False,False,True,https://api.mobidata-bw.de/sharing/gbfs/v3/zeo_bruchsal/gbfs,0.3
Zeus Bamberg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/bamberg/gbfs.json,0.1
Zeus Castrop Rauxel,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/castrop-rauxel/gbfs.json,0.1
Zeus Duisburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/duisburg/gbfs.json,0.1
Zeus Freiburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/freiburg%20im%20breisgau/gbfs.json,0.1
Zeus Friedberg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/friedberg/gbfs.json,0.1
Zeus Gera,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/gera/gbfs.json,0.1
Zeus Goppingen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/goppingen/gbfs.json,0.1
Zeus Hagen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/hagen/gbfs.json,0.1
Zeus Hattingen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/hattingen/gbfs.json,0.1
Zeus Heidelberg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/heidelberg/gbfs.json,0.1
Zeus Heilbronn,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/heilbronn/gbfs.json,0.1
Zeus Hemmingen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/hemmingen/gbfs.json,0.1
Zeus Herne,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/herne/gbfs.json,0.1
Zeus Jena,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/jena/gbfs.json,0.1
Zeus Kempten,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/kempten/gbfs.json,0.1
Zeus Konstanz,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/konstanz/gbfs.json,0.1
Zeus Limburgerhof,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/limburgerhof/gbfs.json,0.1
Zeus Ludwigsburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/ludwigsburg/gbfs.json,0.1
Zeus Marburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/marburg/gbfs.json,0.1
Zeus Neustadt,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/neustadt/gbfs.json,0.1
Zeus Pforzheim,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/pforzheim/gbfs.json,0.1
Zeus Regensburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/regensburg/gbfs.json,0.1
Zeus Renningen-Malmsheim,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/renningen-malmsheim/gbfs.json,0.1
Zeus Reutlingen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/reutlingen/gbfs.json,0.1
Zeus Russelsheim,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/russelsheim/gbfs.json,0.1
Zeus Schwäbisch Gmünd,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/schwabisch%20gmund/gbfs.json,0.1
Zeus Schweinfurt,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/schweinfurt/gbfs.json,0.1
Zeus Straubing,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/straubing/gbfs.json,0.1
Zeus Tubingen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/tubingen/gbfs.json,0.1
Zeus Tuttlingen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/tuttlingen/gbfs.json,0.1
Zeus Villingen-Schwenningen,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/villingen-schwenningen/gbfs.json,0.1
Zeus Wurzburg,DE,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/wurzburg/gbfs.json,0.1
Donkey Republic Aalborg,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_aalborg/gbfs.json,0.5
Donkey Republic Aarhus,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_aarhus/gbfs.json,0.5
Donkey Republic Ballerup,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_ballerup/gbfs.json,0.6
Donkey Republic Bandholm,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_bandholm/gbfs.json,0.5
Donkey Republic Copenhagen,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_copenhagen/gbfs.json,0.5
Donkey Republic Frederikshavn,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_frederikshavn/gbfs.json,0.6
Donkey Republic Glostrup,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_glostrup/gbfs.json,0.5
Donkey Republic Herning,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_herning/gbfs.json,0.6
Donkey Republic Hillerød,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_hillerod/gbfs,0.5
Donkey Republic Klampenborg,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_klampenborg/gbfs.json,0.6
Donkey Republic Lalandia (Rødby),DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_lalandia/gbfs.json,0.6
Donkey Republic Middelfart,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_middelfart/gbfs.json,0.5
Donkey Republic Odense,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_odense/gbfs.json,0.5
Donkey Republic Rødvig,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_roedvig/gbfs.json,0.6
Donkey Republic Store Heddinge,DK,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_store_heddinge/gbfs.json,0.5
Dott Copenhagen,DK,ok,7696.0,free_floating,7696.0,0.0,,0.0,0.0,0.0,7696.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/copenhagen/gbfs.json,0.6
Dott Frederikssund,DK,ok,37.0,free_floating,37.0,0.0,,0.0,0.0,0.0,37.0,100.0,2.0,5.41,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/frederikssund/gbfs.json,0.2
Dott Region Hovedstaden,DK,ok,1151.0,free_floating,1151.0,0.0,,0.0,0.0,0.0,1151.0,100.0,11.0,0.96,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/region-h/gbfs.json,0.4
Dott Roskilde,DK,ok,75.0,free_floating,75.0,0.0,,0.0,0.0,0.0,75.0,100.0,2.0,2.67,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/roskilde/gbfs.json,0.2
AMBici,ES,ok,237.0,docked_bike,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,4.0,1.69,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,0.4
